case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-5860,10890.1,13,0,2,1,0,1,6344.06,0,0.374,0,6,0,defective,0
CASE-5861,130776.97,59,3,0,0,4,18,94440.08,5,0.614,0,4,2,defective,1
CASE-5862,14519.07,53,0,1,1,0,2,13987.31,0,0.343,3,5,1,defective,1
CASE-5863,595.57,18,1,0,0,29,12,294.02,2,0.517,2,5,1,item_not_received,0
CASE-5864,1629.47,8,2,0,1,3,24,3376.41,0,0.182,2,5,1,item_not_received,1
CASE-5865,13161.01,16,1,0,0,21,20,29873.17,3,0.554,2,1,5,unauthorized,0
CASE-5866,87444.23,4,0,2,1,21,11,212651.32,6,0.284,6,6,0,defective,1
CASE-5867,86519.75,7,2,0,0,13,84,97535.13,0,0.391,0,5,1,unauthorized,0
CASE-5868,17522.81,15,1,0,1,0,53,27524.01,4,0.198,0,5,1,unauthorized,1
CASE-5869,916.04,77,0,0,0,12,1,1704.12,3,0.105,0,4,2,item_not_received,0
CASE-5870,385.92,4,0,0,0,14,5,470.3,4,0.189,0,4,2,item_not_received,0
CASE-5871,1936.1,9,0,0,1,0,12,1843.48,10,0.094,2,3,3,item_not_received,1
CASE-5872,15129.54,8,2,0,1,1,29,16406.97,14,0.331,2,5,1,defective,1
CASE-5873,18568.38,12,0,2,1,0,13,37284.06,0,0.333,0,4,2,unauthorized,0
CASE-5874,1842.89,4,0,0,0,13,18,2231.03,1,0.048,0,4,2,item_not_received,0
CASE-5875,1721.66,17,0,3,1,23,83,1750.05,4,0.234,0,5,1,item_not_received,1
CASE-5876,1559.46,38,8,3,1,0,6,623.23,0,1.0,0,6,0,unauthorized,0
CASE-5877,6533.24,3,2,2,1,0,4,10597.99,8,0.342,2,5,1,defective,1
CASE-5878,14846.65,3,3,0,1,0,8,24128.31,0,0.384,0,6,0,defective,1
CASE-5879,14087.21,19,0,2,0,3,1,6974.36,1,0.063,2,3,3,unauthorized,0
CASE-5880,5151.54,10,3,0,1,0,17,1795.86,0,0.461,0,4,2,item_not_received,1
CASE-5881,68803.67,14,3,0,0,2,16,94151.26,10,0.643,0,0,6,unauthorized,0
CASE-5882,2214.2,10,0,2,1,0,1,4792.95,7,0.232,0,5,1,unauthorized,1
CASE-5883,79054.12,7,3,1,0,1,25,138817.21,4,0.473,4,3,3,duplicate,0
CASE-5884,64603.08,10,0,0,1,0,3,110394.91,8,0.235,1,5,1,unauthorized,1
CASE-5885,18388.17,3,3,0,1,0,27,13357.06,6,0.438,0,4,2,item_not_received,1
CASE-5886,119683.71,4,0,2,1,0,2,201738.18,0,0.064,0,1,5,unauthorized,1
CASE-5887,5276.13,55,0,0,1,0,70,6048.37,3,0.049,0,2,4,item_not_received,1
CASE-5888,71776.67,74,0,1,1,23,2,67851.2,0,0.091,1,4,2,other,1
CASE-5889,1547.54,11,0,0,0,15,5,2193.66,4,0.258,0,3,3,other,0
CASE-5890,1711.42,54,0,0,1,17,3,3223.02,0,0.133,0,5,1,defective,1
CASE-5891,1426.93,17,2,0,1,0,42,3243.79,2,0.177,0,3,3,duplicate,1
CASE-5892,12798.27,19,0,6,1,13,73,23249.68,0,0.018,0,4,2,item_not_received,1
CASE-5893,472.84,5,2,2,1,0,2,162.64,0,0.346,0,5,1,other,1
CASE-5894,25407.5,3,6,2,1,17,21,40179.64,10,0.756,0,4,2,other,0
CASE-5895,95806.27,10,1,0,1,0,25,62353.27,0,0.185,0,5,1,unauthorized,1
CASE-5896,299.92,2,3,0,0,15,6,721.53,3,0.406,0,3,3,other,0
CASE-5897,11253.88,18,6,5,1,0,12,7430.83,6,0.982,0,4,2,item_not_received,0
CASE-5898,16651.36,4,5,0,1,1,27,30308.97,3,0.511,2,3,3,unauthorized,1
CASE-5899,1139.28,7,0,1,1,0,73,1495.59,9,0.078,0,5,1,unauthorized,1
CASE-5900,15998.62,4,0,0,1,6,17,6980.47,0,0.254,2,4,2,unauthorized,1
CASE-5901,9815.96,9,3,1,1,14,56,10614.59,0,0.51,1,3,3,unauthorized,0
CASE-5902,1380.17,4,0,0,1,0,25,521.53,13,0.061,0,6,0,duplicate,1
CASE-5903,6709.82,15,2,0,1,0,12,10362.92,7,0.447,1,6,0,defective,0
CASE-5904,2448.1,1,0,1,1,28,25,2170.23,6,0.075,0,6,0,duplicate,1
CASE-5905,5985.75,4,0,2,0,6,23,2900.54,1,0.193,0,2,4,defective,0
CASE-5906,863.01,8,0,0,1,22,21,2054.0,1,0.107,0,6,0,defective,1
CASE-5907,1860.39,1,0,0,0,17,6,1577.78,13,0.077,0,3,3,defective,0
CASE-5908,74845.45,15,2,0,1,0,62,167251.59,2,0.367,2,5,1,defective,1
CASE-5909,500.98,14,0,5,1,0,3,521.38,2,0.079,2,4,2,other,1
CASE-5910,93684.81,3,3,0,0,27,5,125077.93,4,0.543,0,4,2,item_not_received,0
CASE-5911,8998.07,3,9,0,1,0,5,8318.32,11,1.0,0,5,1,item_not_received,1
CASE-5912,672.88,12,2,0,1,0,16,1288.5,3,0.726,0,4,2,unauthorized,1
CASE-5913,5764.68,4,0,0,1,0,24,3097.87,1,0.118,1,2,4,defective,1
CASE-5914,37213.86,2,2,0,1,20,25,49190.2,4,0.131,3,5,1,unauthorized,0
CASE-5915,3587.37,12,0,2,0,21,15,6509.21,3,0.362,6,1,5,item_not_received,0
CASE-5916,1924.7,4,0,2,1,2,11,4811.64,0,0.07,0,3,3,duplicate,0
CASE-5917,1091.91,4,3,2,0,23,27,2451.44,4,0.315,2,2,4,other,0
CASE-5918,41698.47,86,3,1,0,6,19,27288.91,7,0.576,0,4,2,item_not_received,0
CASE-5919,1019.69,18,0,0,0,5,17,1818.53,8,0.087,0,3,3,item_not_received,0
CASE-5920,821.74,60,0,2,1,0,1,1966.95,10,0.307,2,6,0,other,1
CASE-5921,7895.63,3,0,1,1,0,6,8041.39,13,0.18,5,4,2,item_not_received,1
CASE-5922,553.06,9,0,0,1,0,28,737.39,6,0.165,0,6,0,defective,1
CASE-5923,1645.75,4,0,0,1,6,25,2375.08,1,0.067,0,3,3,duplicate,1
CASE-5924,12084.47,1,0,0,1,0,4,15754.96,0,0.139,0,4,2,item_not_received,1
CASE-5925,99278.28,50,0,1,1,13,10,202670.5,1,0.14,0,6,0,defective,1
CASE-5926,1552.51,2,1,0,1,0,8,2497.84,11,0.363,0,5,1,defective,1
CASE-5927,3376.04,2,0,0,1,0,19,6377.81,2,0.215,0,6,0,other,1
CASE-5928,137818.04,3,0,0,1,0,2,90336.45,4,0.2,0,5,1,item_not_received,1
CASE-5929,15497.08,13,9,0,1,0,4,38321.81,4,0.934,0,6,0,unauthorized,0
CASE-5930,87504.93,13,8,0,0,11,1,210973.82,4,0.582,0,2,4,item_not_received,0
CASE-5931,1135.35,4,3,0,1,27,1,384.42,5,0.389,0,5,1,item_not_received,1
CASE-5932,1071.68,50,1,0,1,0,15,408.18,3,0.489,0,2,4,other,1
CASE-5933,1156.63,97,5,3,1,0,7,2554.07,2,0.66,0,4,2,item_not_received,1
CASE-5934,951.75,3,0,0,1,0,2,1416.13,2,0.189,1,4,2,duplicate,1
CASE-5935,18441.83,86,0,0,0,11,36,22268.25,2,0.207,0,2,4,other,1
CASE-5936,3075.28,6,7,3,1,0,2,2855.58,5,0.774,0,4,2,other,0
CASE-5937,1861.87,2,3,0,1,22,18,725.6,2,0.462,1,4,2,item_not_received,1
CASE-5938,228.38,16,0,3,0,27,13,205.18,0,0.097,2,2,4,other,1
CASE-5939,1362.68,87,7,0,0,25,1,2783.44,4,0.886,0,3,3,unauthorized,0
CASE-5940,360.26,1,0,0,1,5,13,584.28,3,0.09,0,4,2,defective,1
CASE-5941,131133.57,15,6,0,0,9,62,268992.7,12,0.674,0,2,4,unauthorized,0
CASE-5942,1853.84,45,0,0,0,24,8,1444.15,1,0.282,2,2,4,other,0
CASE-5943,11991.34,4,2,4,1,0,5,27346.48,1,0.343,0,5,1,item_not_received,0
CASE-5944,16144.58,83,0,1,0,5,1,32154.26,2,0.057,0,5,1,unauthorized,0
CASE-5945,68272.6,17,1,0,1,0,4,52353.65,0,0.165,1,5,1,duplicate,1
CASE-5946,73525.58,6,7,2,0,13,27,28907.04,12,0.99,0,1,5,item_not_received,0
CASE-5947,7533.32,76,0,0,1,0,6,4990.82,7,0.036,1,3,3,defective,1
CASE-5948,140371.78,2,0,0,1,21,40,229466.83,12,0.231,0,2,4,item_not_received,1
CASE-5949,1020.44,19,0,1,1,15,14,1059.0,4,0.105,2,6,0,item_not_received,1
CASE-5950,848.63,22,0,1,1,0,15,1111.18,6,0.294,0,6,0,item_not_received,1
CASE-5951,137789.91,95,9,0,1,0,4,223758.25,0,0.694,2,4,2,item_not_received,1
CASE-5952,4268.9,10,6,0,1,0,55,8917.81,0,0.878,0,6,0,defective,1
CASE-5953,1844.69,77,3,3,1,0,51,748.0,2,0.409,4,5,1,defective,1
CASE-5954,545.93,6,0,0,0,22,8,1064.02,2,0.122,1,0,6,unauthorized,0
CASE-5955,14378.12,9,3,0,0,22,25,24859.57,0,0.164,0,1,5,unauthorized,0
CASE-5956,1726.22,17,0,0,1,0,24,3502.41,0,0.069,1,3,3,item_not_received,1
CASE-5957,9273.34,77,0,2,1,0,26,21384.49,2,0.061,0,4,2,unauthorized,1
CASE-5958,8209.93,15,0,0,1,0,12,3377.4,4,0.109,0,6,0,item_not_received,1
CASE-5959,15351.94,16,0,0,0,4,26,15451.94,4,0.212,0,2,4,item_not_received,0
CASE-5960,920.91,4,1,2,1,0,26,1532.51,6,0.376,2,5,1,unauthorized,1
CASE-5961,4278.14,12,1,2,1,0,63,1741.57,3,0.104,1,3,3,duplicate,1
CASE-5962,281.21,31,1,0,1,15,18,380.72,8,0.291,0,5,1,other,0
CASE-5963,1299.16,18,1,6,1,0,4,1043.35,2,0.274,0,4,2,item_not_received,1
CASE-5964,1168.3,63,2,0,1,16,11,1371.54,3,0.335,1,5,1,defective,1
CASE-5965,983.62,11,8,0,1,0,84,1588.0,12,0.802,0,5,1,item_not_received,1
CASE-5966,1048.85,2,3,0,1,0,3,1942.27,4,0.47,1,6,0,item_not_received,1
CASE-5967,1061.82,11,0,1,1,0,1,1531.48,0,0.182,0,4,2,unauthorized,1
CASE-5968,13573.9,67,3,0,1,0,16,30559.22,3,0.232,0,5,1,duplicate,0
CASE-5969,641.96,82,0,2,0,11,51,797.98,3,0.15,0,1,5,item_not_received,0
CASE-5970,580.46,83,0,0,1,13,77,1316.73,1,0.014,0,5,1,unauthorized,1
CASE-5971,849.51,4,0,3,1,0,6,1762.31,8,0.162,0,4,2,unauthorized,0
CASE-5972,18245.69,3,1,0,0,16,82,21011.05,2,0.286,0,3,3,other,0
CASE-5973,47194.63,1,7,1,1,0,28,75937.72,11,0.545,0,6,0,item_not_received,1
CASE-5974,11928.04,44,0,0,0,24,8,28667.99,10,0.199,0,2,4,item_not_received,0
CASE-5975,377.26,4,1,2,0,19,5,223.64,12,0.154,2,2,4,item_not_received,0
CASE-5976,45914.63,5,0,0,1,0,80,99435.57,0,0.286,0,4,2,item_not_received,1
CASE-5977,5326.81,27,2,5,1,0,17,10778.38,8,0.482,1,5,1,other,1
CASE-5978,949.82,2,4,0,0,29,27,1371.77,2,0.779,0,2,4,item_not_received,0
CASE-5979,5948.55,4,0,0,0,6,74,13438.45,14,0.246,1,2,4,item_not_received,0
CASE-5980,99139.19,19,4,1,1,0,11,231184.76,4,0.3,5,6,0,defective,0
CASE-5981,109088.31,6,0,0,0,5,22,202752.85,2,0.133,5,1,5,duplicate,0
CASE-5982,1624.9,8,5,0,1,0,20,3839.45,13,0.395,0,5,1,defective,1
CASE-5983,991.6,1,2,0,0,28,6,735.92,12,0.268,1,1,5,unauthorized,1
CASE-5984,1334.52,4,1,0,0,3,1,779.53,0,0.553,2,4,2,item_not_received,0
CASE-5985,16494.04,12,2,0,1,0,29,16668.63,11,0.325,0,5,1,defective,1
CASE-5986,121747.23,19,0,0,1,12,8,278174.28,4,0.159,0,6,0,item_not_received,0
CASE-5987,17890.19,8,0,3,0,24,10,28431.17,9,0.14,0,5,1,item_not_received,0
CASE-5988,81574.86,12,2,0,0,24,21,166799.69,6,0.326,1,5,1,unauthorized,0
CASE-5989,117532.75,1,0,0,1,20,2,52393.6,9,0.126,2,5,1,defective,1
CASE-5990,16389.3,16,0,0,1,0,11,24248.69,1,0.317,4,3,3,unauthorized,1
CASE-5991,16601.75,3,7,0,1,17,1,25656.19,2,1.0,1,4,2,defective,0
CASE-5992,85722.87,4,0,2,0,18,7,70595.17,0,0.334,2,1,5,defective,0
CASE-5993,8187.79,4,0,0,1,1,40,4952.58,0,0.133,0,4,2,duplicate,1
CASE-5994,6343.11,17,3,0,1,29,23,3870.53,0,0.654,2,3,3,item_not_received,1
CASE-5995,12701.33,7,0,0,0,18,24,25821.18,4,0.342,1,2,4,unauthorized,0
CASE-5996,28585.43,2,0,0,1,0,3,13288.78,6,0.031,0,6,0,defective,1
CASE-5997,17798.44,3,3,0,0,8,69,8800.18,3,0.754,1,2,4,defective,0
CASE-5998,4168.12,8,1,0,1,0,3,6146.49,6,0.217,2,5,1,item_not_received,1
CASE-5999,8690.35,18,0,0,1,0,26,19947.43,3,0.11,2,4,2,item_not_received,1
CASE-6000,77120.35,16,0,0,1,19,12,82952.35,0,0.058,4,5,1,duplicate,1
CASE-6001,1985.52,15,0,0,0,10,6,2201.84,0,0.068,0,4,2,defective,0
CASE-6002,674.57,4,1,0,1,0,83,1603.65,2,0.276,2,2,4,defective,0
CASE-6003,252.56,4,3,0,1,0,3,247.17,6,0.266,0,5,1,item_not_received,1
CASE-6004,2918.39,6,3,0,1,25,7,2140.08,9,0.548,1,6,0,defective,1
CASE-6005,1718.34,49,0,1,1,23,37,1146.36,2,0.078,0,3,3,defective,1
CASE-6006,615.16,16,2,7,0,5,67,1175.56,3,0.32,1,1,5,item_not_received,0
CASE-6007,64989.41,16,5,1,1,17,22,131505.2,13,0.466,0,5,1,duplicate,1
CASE-6008,75975.86,1,0,0,1,0,52,91504.38,0,0.187,0,5,1,item_not_received,1
CASE-6009,2092.37,15,0,0,1,20,1,1726.94,0,0.045,0,5,1,unauthorized,1
CASE-6010,9218.25,14,0,0,1,22,7,15633.51,0,0.11,0,4,2,item_not_received,1
CASE-6011,81442.08,26,1,0,0,19,20,40389.15,10,0.178,0,5,1,duplicate,1
CASE-6012,19382.65,14,0,0,0,24,20,47926.57,1,0.315,0,2,4,defective,0
CASE-6013,69024.83,2,0,0,1,5,5,69380.9,4,0.133,0,5,1,unauthorized,0
CASE-6014,1525.44,13,0,0,1,0,4,3246.61,0,0.1,2,4,2,duplicate,1
CASE-6015,1953.01,3,9,2,1,22,1,3990.19,3,1.0,0,5,1,unauthorized,0
CASE-6016,105648.7,17,0,1,0,10,21,57529.1,14,0.192,0,3,3,unauthorized,1
CASE-6017,3496.76,3,2,0,1,0,23,5601.77,3,0.169,1,3,3,other,0
CASE-6018,11911.04,14,0,1,1,0,18,22421.85,3,0.121,2,2,4,other,1
CASE-6019,17020.72,8,0,0,0,3,14,13771.13,1,0.147,5,4,2,item_not_received,1
CASE-6020,1162.42,28,4,0,1,0,51,2189.58,0,0.3,1,3,3,defective,1
CASE-6021,3251.61,14,0,0,1,0,41,5734.83,1,0.115,2,5,1,unauthorized,1
CASE-6022,34704.95,7,0,2,1,6,24,14159.13,0,0.205,1,5,1,item_not_received,1
CASE-6023,746.71,5,3,0,0,0,4,1304.49,4,0.233,2,2,4,unauthorized,0
CASE-6024,3511.38,12,8,0,1,0,3,7443.79,2,0.992,2,5,1,defective,1
CASE-6025,16902.78,3,3,0,1,1,3,25021.74,9,0.369,0,6,0,defective,1
CASE-6026,13608.4,16,0,5,1,13,9,21223.25,9,0.083,0,5,1,unauthorized,1
CASE-6027,8469.92,11,3,0,1,0,41,4811.46,8,0.632,0,4,2,item_not_received,0
CASE-6028,4137.58,1,0,1,1,6,5,3660.57,7,0.165,0,5,1,unauthorized,1
CASE-6029,1942.78,18,0,0,1,0,15,2678.31,8,0.337,0,6,0,duplicate,1
CASE-6030,790.64,16,3,0,1,9,89,905.86,2,0.42,5,5,1,other,1
CASE-6031,7240.25,19,0,0,0,25,27,5823.57,10,0.177,0,3,3,item_not_received,0
CASE-6032,11156.66,18,0,0,0,28,7,14264.49,3,0.331,0,2,4,item_not_received,1
CASE-6033,15024.63,15,5,1,0,8,2,26112.07,9,0.536,0,2,4,defective,0
CASE-6034,617.2,2,0,1,1,0,3,295.78,0,0.085,0,6,0,unauthorized,1
CASE-6035,6501.9,7,0,1,1,0,1,2003.83,0,0.099,0,3,3,defective,0
CASE-6036,96221.19,1,3,0,1,0,28,65159.43,1,0.489,0,5,1,defective,1
CASE-6037,5291.26,58,0,4,1,0,42,3308.51,0,0.192,2,4,2,other,0
CASE-6038,102300.6,19,5,0,0,3,6,59040.18,0,0.784,2,4,2,item_not_received,0
CASE-6039,696.9,86,0,0,1,0,23,1559.38,0,0.258,0,2,4,item_not_received,1
CASE-6040,16443.41,1,4,0,1,0,9,39674.82,0,0.454,2,5,1,duplicate,0
CASE-6041,703.19,3,3,4,1,0,54,1167.44,0,0.206,0,3,3,unauthorized,0
CASE-6042,395.31,14,5,0,1,3,22,324.97,4,0.588,0,4,2,unauthorized,1
CASE-6043,1315.94,7,0,0,1,0,19,2718.9,3,0.059,0,5,1,duplicate,1
CASE-6044,626.88,83,0,0,1,1,13,259.3,2,0.055,4,6,0,defective,1
CASE-6045,1904.53,17,9,0,1,0,16,1571.44,6,1.0,6,5,1,item_not_received,0
CASE-6046,19722.48,9,0,0,0,22,89,16130.18,11,0.095,1,3,3,item_not_received,0
CASE-6047,716.3,10,0,1,0,10,18,799.91,0,0.084,0,5,1,defective,1
CASE-6048,139486.78,2,0,0,1,0,79,127511.76,2,0.117,0,5,1,unauthorized,1
CASE-6049,706.57,5,0,1,1,28,4,1428.77,0,0.333,2,3,3,duplicate,1
CASE-6050,1990.03,2,1,0,1,2,16,3952.79,12,0.148,0,5,1,item_not_received,1
CASE-6051,8172.66,9,3,5,0,4,45,3520.3,3,0.559,0,3,3,unauthorized,0
CASE-6052,6228.0,4,0,1,1,0,39,11830.57,3,0.343,0,5,1,item_not_received,1
CASE-6053,19477.38,15,0,0,1,0,3,8610.51,1,0.112,0,4,2,defective,1
CASE-6054,1492.77,19,5,0,1,0,68,1797.92,4,0.726,0,6,0,item_not_received,1
CASE-6055,18267.76,53,0,2,1,22,4,39739.24,3,0.125,0,4,2,defective,1
CASE-6056,1673.44,49,3,0,0,11,14,3643.64,2,0.422,1,3,3,other,0
CASE-6057,1585.94,4,9,0,1,0,4,2401.47,2,0.94,0,3,3,unauthorized,0
CASE-6058,811.97,14,0,0,1,11,13,1376.32,0,0.297,0,4,2,item_not_received,1
CASE-6059,18711.65,18,0,2,0,24,6,7122.75,10,0.098,2,2,4,unauthorized,0
CASE-6060,12280.84,4,0,0,1,0,1,24438.51,7,0.355,0,6,0,unauthorized,0
CASE-6061,94094.42,1,0,0,1,0,61,175761.23,0,0.279,0,3,3,unauthorized,1
CASE-6062,584.59,53,2,2,1,3,48,569.68,0,0.162,0,6,0,other,1
CASE-6063,1630.15,2,0,1,0,11,21,2843.36,6,0.109,1,2,4,duplicate,0
CASE-6064,8598.24,17,0,0,0,8,31,17986.69,9,0.114,0,3,3,unauthorized,0
CASE-6065,1145.74,15,0,2,1,0,11,2849.79,1,0.236,0,3,3,item_not_received,1
CASE-6066,5751.66,63,2,0,1,0,49,11746.81,4,0.267,0,6,0,item_not_received,1
CASE-6067,5194.81,1,0,0,1,0,12,6818.84,2,0.234,0,4,2,item_not_received,1
CASE-6068,68656.91,93,3,0,0,28,18,165852.91,14,0.272,0,3,3,duplicate,0
CASE-6069,1407.85,7,2,2,0,29,12,1861.06,1,0.244,2,3,3,defective,0
CASE-6070,302.61,1,6,0,1,0,13,236.39,3,0.787,0,5,1,item_not_received,1
CASE-6071,79504.27,3,0,2,1,0,45,48893.31,7,0.169,2,5,1,unauthorized,1
CASE-6072,315.94,18,0,0,1,0,5,208.89,1,0.15,0,5,1,duplicate,1
CASE-6073,1501.0,18,0,1,1,0,20,866.73,9,0.265,0,5,1,item_not_received,1
CASE-6074,1219.15,3,0,0,1,0,10,1046.15,4,0.194,0,5,1,unauthorized,1
CASE-6075,19371.89,14,1,5,1,0,6,21172.24,3,0.138,0,4,2,duplicate,1
CASE-6076,83575.68,1,0,0,1,0,23,34204.17,5,0.109,0,3,3,other,1
CASE-6077,118486.18,15,0,2,1,29,4,122513.75,5,0.048,2,4,2,unauthorized,1
CASE-6078,31182.62,10,0,0,0,2,35,20538.1,3,0.053,0,2,4,unauthorized,0
CASE-6079,764.17,63,3,0,1,0,4,1643.66,8,0.347,1,5,1,other,1
CASE-6080,6148.29,2,0,1,1,4,2,4631.53,12,0.279,0,5,1,item_not_received,1
CASE-6081,79355.01,7,0,6,1,0,3,114493.5,0,0.137,0,5,1,defective,0
CASE-6082,6716.91,4,0,0,1,0,14,12631.97,1,0.271,1,4,2,defective,1
CASE-6083,19042.64,17,0,0,0,16,18,19060.02,0,0.049,2,4,2,other,0
CASE-6084,10856.19,17,0,3,0,8,3,14119.03,3,0.066,0,1,5,defective,0
CASE-6085,1401.05,4,0,0,1,15,21,2064.65,1,0.301,2,5,1,defective,0
CASE-6086,18381.74,3,4,2,0,8,28,37055.31,2,0.513,0,1,5,item_not_received,0
CASE-6087,48139.77,3,1,0,1,0,63,34633.13,0,0.334,0,3,3,defective,1
CASE-6088,13432.56,7,2,0,1,28,4,15161.68,2,0.291,1,6,0,defective,1
CASE-6089,1412.36,34,1,1,0,23,20,1209.85,2,0.213,0,3,3,item_not_received,0
CASE-6090,1973.47,14,0,0,0,15,1,4000.76,6,0.19,0,3,3,defective,1
CASE-6091,5408.78,2,0,0,0,11,19,2096.37,8,0.121,0,1,5,item_not_received,0
CASE-6092,837.51,2,2,0,0,15,5,932.87,4,0.177,0,3,3,defective,0
CASE-6093,895.79,3,3,1,1,17,16,747.61,13,0.292,2,4,2,unauthorized,1
CASE-6094,5505.53,2,0,2,1,0,27,6183.07,12,0.153,0,4,2,unauthorized,0
CASE-6095,7110.58,1,3,1,1,13,16,9747.94,3,0.384,0,5,1,item_not_received,1
CASE-6096,423.31,13,0,0,1,0,5,145.17,0,0.156,1,5,1,item_not_received,1
CASE-6097,133251.46,5,1,0,1,27,3,287323.34,4,0.043,2,6,0,unauthorized,1
CASE-6098,25493.34,4,2,0,0,15,7,37765.79,3,0.186,0,3,3,unauthorized,0
CASE-6099,7046.41,83,3,2,0,7,4,13427.88,5,0.387,3,3,3,item_not_received,0
CASE-6100,1592.56,3,8,2,1,15,6,2360.22,3,0.82,0,4,2,duplicate,0
CASE-6101,2488.02,8,0,0,1,14,29,5892.35,4,0.151,0,5,1,defective,1
CASE-6102,1420.98,11,8,0,1,0,17,2032.02,11,0.746,0,4,2,unauthorized,0
CASE-6103,6863.63,4,0,0,0,7,29,5029.08,1,0.195,0,3,3,unauthorized,0
CASE-6104,498.25,1,5,2,1,22,2,1192.37,4,0.599,1,5,1,item_not_received,1
CASE-6105,117744.93,4,7,2,1,0,27,214766.7,2,0.526,0,5,1,other,1
CASE-6106,19295.0,17,0,0,1,0,35,16212.62,1,0.152,2,2,4,unauthorized,1
CASE-6107,713.98,10,5,0,1,5,28,1143.54,3,0.706,0,4,2,item_not_received,1
CASE-6108,16882.33,16,2,0,1,3,70,26245.61,0,0.374,2,5,1,defective,0
CASE-6109,9412.56,3,8,0,1,16,26,23185.08,10,0.971,0,5,1,item_not_received,0
CASE-6110,7120.31,3,2,2,1,23,5,12377.23,2,0.449,0,4,2,unauthorized,1
CASE-6111,423.89,15,0,0,1,0,13,990.99,0,0.397,0,4,2,item_not_received,1
CASE-6112,355.5,7,0,0,1,0,10,654.37,1,0.195,3,6,0,unauthorized,1
CASE-6113,10827.02,64,0,0,1,0,7,9870.1,3,0.156,0,5,1,other,1
CASE-6114,327.98,18,7,0,1,7,9,669.41,9,1.0,2,6,0,duplicate,1
CASE-6115,1433.62,43,1,0,1,0,60,3359.35,0,0.082,0,5,1,item_not_received,1
CASE-6116,1244.56,13,2,0,1,0,79,1921.71,2,0.437,2,6,0,unauthorized,1
CASE-6117,132409.15,7,3,7,1,0,2,50582.21,7,0.333,3,5,1,item_not_received,0
CASE-6118,626.26,3,3,1,1,21,80,1036.17,11,0.41,3,6,0,defective,0
CASE-6119,16272.75,13,5,0,1,25,5,5009.78,3,0.723,2,6,0,duplicate,0
CASE-6120,1697.34,4,0,0,1,0,13,3916.36,3,0.076,0,3,3,other,1
CASE-6121,146216.19,9,9,0,1,6,5,112077.51,6,0.765,0,4,2,unauthorized,0
CASE-6122,1000.85,17,3,2,1,0,29,1951.91,6,0.578,1,5,1,unauthorized,1
CASE-6123,105283.85,19,0,1,1,0,11,117575.14,1,0.2,0,5,1,item_not_received,1
CASE-6124,1153.93,22,0,0,0,22,1,1500.02,0,0.078,0,2,4,item_not_received,1
CASE-6125,79378.1,39,0,0,1,0,19,163225.98,4,0.319,0,5,1,item_not_received,1
CASE-6126,1735.65,55,9,7,1,0,82,720.41,1,1.0,2,5,1,item_not_received,1
CASE-6127,1962.95,4,2,0,1,0,69,3501.46,0,0.229,0,4,2,duplicate,0
CASE-6128,118099.48,8,3,1,1,10,63,253553.69,4,0.38,5,3,3,unauthorized,0
CASE-6129,303.77,57,1,2,0,10,6,704.08,3,0.391,0,1,5,item_not_received,0
CASE-6130,125003.56,7,1,4,1,2,1,255305.37,0,0.291,0,4,2,unauthorized,0
CASE-6131,580.36,40,8,1,1,6,1,576.74,2,1.0,2,5,1,item_not_received,1
CASE-6132,6901.97,16,5,2,1,0,22,6342.64,1,0.639,5,3,3,item_not_received,1
CASE-6133,342.34,10,2,1,0,19,15,245.56,1,0.254,2,4,2,other,0
CASE-6134,131338.62,3,3,0,1,9,11,68869.42,3,0.366,0,5,1,unauthorized,0
CASE-6135,1786.95,2,3,0,1,0,20,671.28,6,0.567,0,4,2,unauthorized,1
CASE-6136,25848.43,13,0,0,1,0,26,30975.91,2,0.185,0,5,1,defective,1
CASE-6137,9277.83,12,0,2,1,0,1,21588.95,14,0.302,0,6,0,unauthorized,1
CASE-6138,1112.17,3,0,0,0,18,2,660.39,5,0.247,0,2,4,duplicate,0
CASE-6139,2357.3,16,3,0,1,0,62,1109.23,9,0.603,0,4,2,unauthorized,0
CASE-6140,1922.61,4,0,4,1,15,24,3976.86,0,0.136,0,5,1,unauthorized,1
CASE-6141,351.49,1,0,0,0,13,81,726.85,12,0.176,0,3,3,other,0
CASE-6142,19118.01,63,0,0,1,0,24,37107.57,3,0.048,0,4,2,item_not_received,1
CASE-6143,121687.29,11,2,7,1,25,23,187915.94,2,0.268,0,3,3,unauthorized,0
CASE-6144,47558.62,19,0,0,1,0,18,118861.31,0,0.186,0,4,2,other,1
CASE-6145,687.11,15,2,1,0,20,8,906.11,4,0.096,1,2,4,duplicate,0
CASE-6146,902.81,16,3,0,0,27,8,2135.06,14,0.634,2,3,3,defective,1
CASE-6147,145202.69,4,2,2,1,0,6,49205.75,0,0.385,2,5,1,unauthorized,1
CASE-6148,1117.86,17,7,0,1,0,27,2131.98,4,0.642,0,5,1,item_not_received,1
CASE-6149,63285.66,10,3,1,1,0,19,58179.75,7,0.727,2,5,1,defective,0
CASE-6150,14496.99,4,9,5,0,22,31,20869.72,0,1.0,2,3,3,duplicate,0
CASE-6151,16004.72,2,0,0,1,11,1,36749.61,2,0.057,0,3,3,item_not_received,1
